date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean,density_lower,density_upper,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-10-19,-0.0101561313495039,-0.0071830106899142,0.0467384681105613,0.0784496665000915,0.0220039599509504,-0.0061633284203708,6450.0,6358.0,6664.0,6530.0,5433.0,2465.0,1248.0,25000000.0,18687169.977515902,31312830.02248409,,,,,,,,,,,
2021-10-20,0.0083923572674393,-0.0073240757919847,0.1287597864866256,0.1058024913072586,0.0305962824068692,0.0073240757919847,8596.0,8471.0,8330.0,8471.0,6850.0,2969.0,1668.0,24625000.0,18811698.307101887,30438301.69289812,,,,,,,,,,,
2021-10-21,0.0906054303050041,-0.3694755434989929,2.376800537109375,0.1810154467821121,-0.2424810307921674,-0.0583468377590179,1162.0,535.0,1089.0,1306.0,371.0,261.0,115.0,24250000.0,18936226.63668787,29563773.36331213,,,,,,,,,,,
2021-10-22,-0.0464611388742923,0.024240355938673,-0.0898430943489074,0.0428736954927444,0.0308649235841296,-0.0120981680229306,4287.0,4500.0,4820.0,4392.0,4130.0,3599.0,2936.0,23875000.0,19060754.96627385,28689245.033726145,,,,,,,,,,,
2021-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,0.068109817802906,-0.0905198752880096,0.7037565112113953,0.106398805975914,-0.0283191166667215,-0.0630583316087722,1783.0,1487.0,1765.0,2023.0,1201.0,859.0,374.0,19316666.666666668,17002861.047249936,21630472.2860834,17.36,8.699,14.07,3.403,0.025,0.0451,0.658,356.63,35.109,0.00313,18600000.0
2021-10-26,,,,,,,,,,,,,,,,,17.36,8.6,12.995,2.886,0.025,0.0408,0.764,360.148,36.76,0.00362,15900000.0
2021-10-27,,,,,,,,,,,,,,,,,18.2,8.674,13.156,3.118,0.025,0.038,0.685,357.884,13.653,0.00311,17100000.0
2021-10-28,,,,,,,,,,,,,,,,,18.03,8.645,13.12,3.147,0.025,0.0318,0.68,358.111,26.872,0.00308,13100000.0
2021-10-29,0.0414798222482204,0.014388489536941,-0.0493052452802658,0.1736662834882736,0.0664413243196394,-0.1043090671300888,1507.0,1551.0,1710.0,1858.0,1092.0,748.0,478.0,21050000.0,15114780.397210788,26985219.60278921,18.41,8.694,13.302,2.919,0.025,0.0286,0.689,362.419,48.409,0.00595,16600000.0
2021-10-30,,,,,,,,,,,,,,,,,18.79,8.759,12.863,,0.025,0.0306,0.714,368.346,27.764,0.00419,14100000.0
2021-10-31,,,,,,,,,,,,,,,,,18.89,8.778,13.125,2.847,0.025,0.0312,0.757,363.658,45.483,0.00722,20100000.0
2021-11-01,,,,,,,,,,,,,,,,,19.36,8.847,13.47,2.731,0.025,0.0293,0.708,365.693,71.161,0.00741,26200000.0
2021-11-02,-0.0194465853273868,0.0012473271926864,-0.0065116276964545,0.0284616090357303,0.0108678792547895,-0.0104166669771075,5605.0,5619.0,5950.0,5723.0,5308.0,5066.0,3704.0,17183333.333333332,13902292.29257948,20464374.374087185,19.41,8.819,12.28,2.716,0.025,0.0296,0.684,358.237,27.688,0.00664,11800000.0
2021-11-03,0.0382947959005832,-0.2861035466194153,0.5842421650886536,0.1844484657049179,-0.1670932092637572,-0.0982040539383888,1180.0,655.0,1331.0,1437.0,451.0,359.0,291.0,16333333.333333334,12795305.609052788,19871361.05761388,19.12,8.851,11.994,2.968,0.025,0.0285,0.559,360.859,33.282,0.006,13800000.0
2021-11-04,0.0102129131555557,-0.04622408375144,0.2495379000902176,-0.0061446977779269,-0.0321866949636128,-0.0296400841325521,2750.0,2507.0,2859.0,2918.0,2538.0,2536.0,2405.0,13233333.333333334,12650436.963660492,13816229.703006174,19.08,8.809,10.996,2.933,0.025,0.0332,0.508,360.776,37.952,0.00437,12900000.0
2021-11-05,0.0174229741096496,-0.0136202136054635,0.2123730331659317,-0.0227828305214643,-0.0169353945447661,-0.0032029505819082,5135.0,4997.0,4991.0,5168.0,5230.0,5047.0,4218.0,20850000.0,8698026.344114576,33001973.655885424,18.84,8.733,10.026,3.289,0.025,0.0341,0.388,360.987,58.897,0.00493,14400000.0
2021-11-06,0.0053009949624538,-0.0004343419859651,0.0049958368763327,0.0273809526115655,0.0093946723143309,-0.0008675535209476,6910.0,6904.0,6849.0,6922.0,6536.0,5339.0,3012.0,16533333.333333334,13990028.257037709,19076638.40962896,19.28,8.688,9.757,3.445,0.025,0.0403,0.538,357.347,44.24,0.00546,16300000.0
2021-11-07,-0.0191063489764928,-0.0048036756925284,0.027563065290451,0.1123431548476219,0.034376578489834,-0.0041914619505405,9622.0,9530.0,10081.0,9703.0,7605.0,3773.0,2287.0,17880000.0,14423835.790938169,21336164.20906183,19.28,8.566,8.435,2.992,0.025,0.0333,0.685,355.95,32.741,0.00438,14600000.0
2021-11-08,,,,,,,,,,,,,,,,,16.67,8.113,9.424,6.927,0.025,0.2065,0.904,348.456,474.103,0.00626,23400000.0
2021-11-09,,,,,,,,,,,,,,,,,13.52,8.151,10.835,6.321,0.025,0.1813,0.625,341.719,299.042,0.00376,17200000.0
2021-11-10,,,,,,,,,,,,,,,,,12.64,8.125,11.277,5.356,0.025,0.17,0.694,347.592,239.882,0.00318,18400000.0
2021-11-11,,,,,,,,,,,,,,,,,12.39,8.073,11.227,4.409,0.025,0.091,0.89,347.84,173.793,0.0034,17800000.0
2021-11-12,0.3072406947612762,0.2191606611013412,0.7809667587280273,0.2455608546733856,0.2285259942350698,-0.1838724017143249,921.0,1438.0,708.0,1336.0,871.0,533.0,103.0,21300000.0,10706688.047011295,31893311.952988707,12.61,8.066,10.93,4.029,0.025,0.0572,0.976,347.142,220.864,0.00283,47700000.0
2021-11-13,0.2018735408782959,0.173271894454956,3.53383469581604,0.2641509473323822,0.2044132215372334,-0.1770642250776291,897.0,1273.0,852.0,1283.0,741.0,368.0,113.0,12212021.5,10300109.152042933,14123933.847957067,13.07,8.043,10.8,3.405,0.025,0.043,0.954,352.834,44.723,0.00224,11800000.0
2021-11-14,,,,,,,,,,,,,,,,,13.75,7.946,9.399,3.192,0.025,0.0399,1.071,362.674,2.276,0.00132,8295124.0
2021-11-15,,,,,,,,,,,,,,,,,14.33,7.97,9.837,3.157,0.025,0.0392,0.926,353.23,3.899,0.0014,8600045.0
2021-11-16,-0.0324061326682567,0.0171428564935922,-0.0868698358535766,0.0188608430325984,0.0177600868840143,-0.0022822367027401,5246.0,5429.0,5623.0,5270.0,5228.0,5149.0,4009.0,20683333.33333333,11141747.250413062,30224919.416253604,14.03,8.101,10.963,3.159,0.025,0.0395,0.925,352.178,19.523,0.00242,12300000.0
2021-11-17,0.0246455091983079,-0.0246913582086563,0.2378525286912918,0.0569571852684021,0.003180567319061,-0.0218855217099189,2905.0,2765.0,2889.0,3035.0,2467.0,1376.0,705.0,25090705.83333333,15177587.28288744,35003824.38377923,14.08,8.069,10.519,3.36,0.025,0.0354,0.625,351.549,9.284,0.00251,28100000.0
2021-11-18,0.0984182804822921,-0.3663911819458008,1.0374414920806885,0.4420062601566314,-0.2063722192581595,-0.1150758266448974,992.0,460.0,1026.0,1250.0,178.0,136.0,16.0,15848188.333333334,10077717.458029129,21618659.20863754,14.7,8.093,9.834,3.355,0.025,0.0348,0.627,352.257,7.327,0.00166,8489130.0
2021-11-19,0.0586648695170879,0.0015236160252243,-0.0783972144126892,0.033001571893692,0.012621740462495,-0.031368039548397,2949.0,2958.0,2792.0,3140.0,2769.0,2933.0,2681.0,20366666.666666668,11238919.567238951,29494413.766094387,14.56,8.117,10.843,2.967,0.025,0.0361,0.652,351.948,12.89,0.00354,20700000.0
2021-11-20,0.022038159891963,-0.0176014322787523,0.2850241661071777,-0.0021212121937423,-0.0120893737344401,-0.0064083891920745,3411.0,3293.0,3306.0,3455.0,3307.0,3348.0,3108.0,32100000.0,5265030.218015894,58934969.781984106,15.25,8.272,11.844,3.258,0.025,0.0361,0.644,348.381,9.501,0.00498,71800000.0
2021-11-21,-0.0018604651559144,-0.0083440747112035,0.0662644132971763,0.0679427236318588,0.017805401242026,-0.0052867564372718,7432.0,7309.0,7539.0,7511.0,6379.0,4152.0,2364.0,10966666.666666666,10602906.06162844,11330427.271704894,15.53,8.083,10.908,3.519,0.025,0.0463,0.953,349.746,59.084,0.00551,10700000.0
2021-11-22,0.0544199645519256,-0.1283513903617859,-28.48101234436035,0.1415763944387436,-0.0473336323208275,-0.0020181634463369,1978.0,1528.0,1781.0,1986.0,1149.0,728.0,428.0,11716666.666666666,10624896.035484863,12808437.297848469,15.06,7.998,10.561,3.41,0.025,0.0392,0.898,341.018,43.828,0.00473,10700000.0
2021-11-23,0.0604375228285789,-0.3195548355579376,1.0849226713180542,0.3473242521286011,-0.17218647096238,-0.0691588819026947,1245.0,642.0,1267.0,1430.0,311.0,340.0,164.0,10224658.0,9459302.463017432,10990013.536982568,13.02,8.023,10.977,3.149,0.025,0.0361,1.03,340.127,24.71,0.00283,10100000.0
2021-11-24,,,,,,,,,,,,,,,,,11.94,8.005,11.363,3.166,0.025,0.0365,1.152,345.732,21.213,0.00205,9082831.0
2021-11-25,0.1435406655073166,0.1687321215867996,-3.491124153137207,0.347252756357193,0.2272189687572025,-0.1562651246786117,872.0,1226.0,895.0,1195.0,594.0,373.0,82.0,10616437.666666666,8558117.096801888,12674758.236531444,11.81,8.058,11.623,3.143,0.025,0.0342,1.073,343.337,26.606,0.00402,9715590.0
2021-11-26,0.1363078206777572,-0.0691952854394912,0.4527162909507751,0.2328581064939499,0.02075191322494,-0.1419169008731842,1043.0,908.0,1055.0,1388.0,565.0,294.0,160.0,10706643.5,7540276.953729521,13873010.04627048,12.82,7.83,9.206,2.47,,0.0368,0.846,356.335,14.019,0.00105,8499758.0
2021-11-27,,,,,,,,,,,,,,,,,12.3,8.032,10.259,2.437,0.025,0.0385,0.821,368.096,20.398,0.00264,11000000.0
2021-11-28,0.0363391637802124,-0.0052508753724396,1.1538461446762085,-0.0043795621022582,-0.0049376709769114,-0.0027492402587085,3446.0,3410.0,3222.0,3465.0,3440.0,3547.0,2989.0,11802873.833333334,9091981.623574125,14513766.043092543,12.5,8.025,10.575,2.518,0.025,0.0362,0.713,362.562,19.415,0.0025,11900000.0
2021-11-29,0.0058623296208679,0.0052750566974282,-0.0580792352557182,0.008600321598351,0.0064685062521497,-0.0036795923952013,5280.0,5336.0,5257.0,5319.0,5245.0,4982.0,3619.0,10212390.333333334,9064985.015009511,11359795.651657157,13.0,7.94,10.161,2.829,0.025,0.0338,0.708,356.814,12.678,0.0023,10700000.0
2021-11-30,,,,,,,,,,,,,,,,,13.13,7.985,10.432,2.397,0.025,0.038,0.711,361.45,13.789,0.00321,9471133.0
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-02,0.1640953719615936,-0.1101223602890968,-5.892857074737549,0.3389121294021606,0.0119391816048165,-0.1101203709840774,998.0,800.0,894.0,1245.0,395.0,226.0,91.0,13666666.666666666,9970739.731361922,17362593.60197141,10.75,7.905,10.62,3.079,0.025,0.05,1.167,356.843,50.394,0.00256,11900000.0
2021-12-03,,,,,,,,,,,,,,,,,10.45,7.914,10.752,2.676,0.025,0.0549,1.132,354.454,45.314,0.00285,9944695.0
2021-12-04,0.1103536412119865,-0.2631579041481018,1.0386472940444946,0.4016298055648803,-0.1116099109600932,-0.1160599589347839,1032.0,602.0,1044.0,1303.0,257.0,179.0,22.0,10052390.166666666,8251861.345068252,11852918.98826508,10.84,7.852,10.151,2.693,0.025,0.0403,1.153,362.86,18.199,0.00108,9760464.0
2021-12-05,,,,,,,,,,,,,,,,,10.54,7.94,10.902,2.441,0.025,0.0415,1.154,350.565,25.479,0.00243,10700000.0
2021-12-06,0.1456919014453888,-0.1013888865709304,0.5006858706474304,0.2418426126241684,-0.0022005422301938,-0.1608465611934662,793.0,647.0,818.0,1097.0,395.0,199.0,96.0,10818960.0,6816574.55767999,14821345.44232001,,,,,,,,,,,
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08,0.0636430159211158,-0.2093914747238159,0.9089018106460572,0.2702078521251678,-0.0851553348932517,-0.0706921964883804,1262.0,825.0,1280.0,1454.0,474.0,549.0,454.0,10270093.0,8646372.979686186,11893813.020313814,,,,,,,,,,,
2021-12-09,-0.0437384247779846,0.0123657900840044,-0.0515814200043678,0.0225114058703184,0.0159915341948761,-0.0032135117799043,6669.0,6836.0,7326.0,6712.0,6535.0,6667.0,5533.0,9248022.5,8385901.074225372,10110143.925774628,11.7,7.965,10.812,2.663,0.025,0.0374,0.773,355.17,16.619,0.00306,8477053.0
2021-12-10,0.0616660639643669,-0.189556136727333,0.4227812588214874,0.2249408066272735,-0.0772548271151822,-0.127537339925766,1139.0,776.0,1301.0,1472.0,491.0,311.0,167.0,8721730.5,7943768.297177922,9499692.702822078,12.55,7.609,7.969,2.53,0.025,,0.757,355.094,9.39,0.00129,8349139.0
2021-12-11,0.2251308858394622,-1.0360360145568848,16.428571701049805,-0.7288135886192322,-1.060815904125516,-0.1282545775175094,452.0,-8.0,370.0,585.0,-51.0,512.0,196.0,9807909.166666666,8065040.681559187,11550777.651774146,11.97,8.48,11.218,2.309,0.025,0.0382,0.743,384.465,24.927,0.00468,9012544.0
2021-12-12,0.0063287322409451,-0.0011907597072422,0.0167476143687963,0.0588235296308994,0.0195944960373413,0.0035808067768812,8408.0,8388.0,8243.0,8348.0,7456.0,5660.0,3508.0,9505353.833333334,8792904.325205857,10217803.341460813,12.3,8.438,11.002,2.321,0.1618,0.0352,0.725,382.345,26.994,0.00394,8939296.0
2021-12-13,,,,,,,,,,,,,,,,,11.52,8.573,10.915,2.293,0.025,0.0369,0.719,391.305,26.971,0.00752,10300000.0
2021-12-14,0.0159500185400247,0.0035750034730881,-0.0907111763954162,0.0256485193967819,0.0114037883771557,0.0041069239377975,6968.0,7018.0,6694.0,6911.0,6667.0,6515.0,4969.0,10136949.166666666,8580001.018566238,11693897.314767094,11.02,8.577,11.581,2.279,0.025,0.0356,0.72,389.582,21.083,0.00669,11400000.0
2021-12-15,0.0034218672662973,0.003939592745155,-0.0358744412660598,0.0341562405228614,0.0146019347312587,-0.0073613608255982,6068.0,6116.0,6116.0,6158.0,5712.0,4910.0,3068.0,10209683.2,8949710.534636203,11469655.865363795,10.86,8.426,11.11,2.39,0.025,0.0345,0.722,374.968,28.027,0.00508,9535027.0
2021-12-16,-0.0233730021864175,0.0064291162416338,-0.0385999344289302,0.0534359849989414,0.0228448287093857,0.0004937729681842,9118.0,9236.0,9545.0,9109.0,8299.0,7719.0,5459.0,10186475.4,9270915.922907574,11102034.877092429,,,,,,,,,,,
2021-12-17,,,,,,,,,,,,,,,,,11.15,8.521,11.303,2.359,0.025,0.0359,0.674,381.215,18.317,0.00696,9126678.0
2021-12-18,0.0500900894403457,-0.3628219366073608,0.804768979549408,0.3309941589832306,-0.2157959593994227,-0.0897531807422638,1217.0,569.0,1318.0,1457.0,286.0,302.0,147.0,10854833.0,10010553.053053211,11699112.946946789,10.02,8.674,11.299,2.554,0.025,0.0453,0.555,382.218,35.164,0.01281,12600000.0
2021-12-19,,,,,,,,,,,,,,,,,9.18,8.535,11.551,2.619,0.025,0.0382,0.625,378.28,19.933,0.00717,9654435.0
2021-12-20,,,,,,,,,,,,,,,,,9.12,8.62,12.158,2.237,0.025,0.0334,0.574,379.603,17.481,0.00792,9588875.0
2021-12-21,0.1323994547128677,-0.1557478308677673,0.695364236831665,0.1898954659700393,-0.0572535464489114,-0.1453382074832916,935.0,683.0,960.0,1253.0,465.0,269.0,162.0,9876751.0,9431725.030513676,10321776.969486324,10.1,8.594,11.233,5.141,0.025,0.051,0.632,371.471,26.055,0.00334,9767854.0
2021-12-22,0.0764895305037498,-0.2621475756168365,0.6524335741996765,0.2933754026889801,-0.1273381578053063,-0.1192967742681503,1052.0,615.0,1147.0,1337.0,336.0,212.0,86.0,8609639.5,7903975.141074038,9315303.85892596,10.69,8.608,9.444,3.425,0.025,0.0454,0.805,371.311,24.287,0.00167,8340638.0
2021-12-23,,,,,,,,,,,,,,,,,10.08,9.148,13.731,3.554,0.025,0.0383,0.446,382.317,11.166,0.00711,9589030.0
2021-12-24,0.0047670821659266,-0.0013384640915319,0.0145719489082694,-0.0005860192468389,-0.0010679673911331,-0.0018345563439652,5985.0,5969.0,5950.0,6007.0,5976.0,5695.0,4513.0,10803895.5,9220623.47118724,12387167.52881276,10.47,9.224,13.69,3.756,0.025,0.0412,0.445,380.433,13.9,0.0076,9680924.0
2021-12-25,-0.0374110229313373,-0.0126006295904517,0.0541883036494255,0.0288110859692096,0.0019041308895991,-0.0024997845757752,5786.0,5642.0,6267.0,5815.0,5326.0,5639.0,4827.0,12844482.666666666,11486337.675375756,14202627.657957576,9.85,8.873,11.35,5.133,0.025,0.1108,0.969,405.731,87.405,0.00717,14000000.0
2021-12-26,,,,,,,,,,,,,,,,,7.47,8.637,11.715,4.561,0.025,0.1019,1.286,423.76,66.904,0.00619,14700000.0
2021-12-27,,,,,,,,,,,,,,,,,5.94,8.451,12.447,4.382,0.025,0.0719,1.069,382.865,44.208,0.005,8526757.0
2021-12-28,,,,,,,,,,,,,,,,,5.84,8.551,12.186,3.238,0.025,0.0619,1.368,442.29,36.307,0.00467,7604731.0
2021-12-29,0.0728381797671318,-0.3897058963775635,1.5854700803756714,0.3816884756088257,-0.2363689780626862,-0.0610361956059932,1323.0,581.0,1292.0,1495.0,260.0,133.0,97.0,11013028.166666666,10209025.926042398,11817030.407290934,5.45,8.448,12.869,3.401,0.025,0.0583,0.834,395.222,28.579,0.00388,11900000.0
2021-12-30,0.1249036267399787,-0.370737075805664,3.635382890701294,0.3799758851528168,-0.2176667463542911,-0.0787430703639984,1246.0,572.0,1135.0,1459.0,257.0,250.0,72.0,9311294.0,8770091.043547003,9852496.956452996,5.76,8.684,12.979,3.478,0.025,0.0652,1.355,486.012,29.937,0.00545,9228407.0
2021-12-31,0.0571428574621677,-0.2071901559829712,0.5763157606124878,0.1210702359676361,-0.1138689348513014,-0.0982332155108451,1276.0,838.0,1386.0,1554.0,657.0,423.0,223.0,9543343.166666666,8546685.786426485,10540000.546906848,5.92,8.418,11.874,4.147,0.025,0.0672,1.16,398.706,78.879,0.003,8940334.0
2022-01-01,-0.0310530792921781,-0.0045974301174283,0.022859152406454,0.0512948222458362,0.0148072935045166,-0.0007035647286102,8522.0,8444.0,9081.0,8534.0,7620.0,6672.0,4408.0,9789711.833333334,8285062.408429526,11294361.258237142,6.25,8.509,13.074,3.156,0.025,0.0587,0.764,399.557,29.926,0.00441,9430408.0
2022-01-02,,,,,,,,,,,,,,,,,6.29,8.544,12.8,3.111,0.025,0.0551,0.851,403.724,34.759,0.0047,9875767.0
2022-01-03,,,,,,,,,,,,,,,,,6.6,8.56,13.121,2.992,0.025,0.0469,0.888,404.112,35.702,0.00431,8916489.0
2022-01-04,0.0491606704890728,-0.1807825714349746,0.968940794467926,0.0878000631928443,-0.1009440667406036,-0.0481133945286273,2384.0,1654.0,2379.0,2625.0,1387.0,1333.0,968.0,8598196.5,7902118.2335320925,9294274.766467908,7.77,8.278,9.61,2.897,0.025,0.0548,0.845,395.08,44.209,0.00289,7197230.0
2022-01-05,-0.0264704097062349,-0.0192467551678419,0.0933912470936775,0.1860501021146774,0.0458637709524064,-0.0041234535165131,7970.0,7669.0,8473.0,8036.0,5263.0,2002.0,1111.0,10136775.666666666,9325037.465876136,10948513.867457196,7.28,8.65,13.229,3.45,0.025,0.0533,0.78,387.735,46.819,0.00599,11700000.0
2022-01-06,0.0235393736511468,-0.0629580914974212,0.3876417577266693,0.0044319098815321,-0.0397873897469475,-0.0331623926758766,2828.0,2493.0,2883.0,3022.0,2471.0,2443.0,1978.0,10445490.666666666,9522943.985183446,11368037.348149886,7.47,8.464,12.015,3.304,0.025,0.0631,0.754,402.195,70.177,0.00549,10900000.0
2022-01-07,0.0186939816921949,-0.117996871471405,0.420008897781372,-0.0191437527537345,-0.0848237312355051,-0.0537748336791992,1786.0,1409.0,1916.0,1989.0,1464.0,1585.0,1559.0,9199790.333333334,8867083.09566328,9532497.571003389,7.34,8.425,11.874,3.748,0.025,0.0606,0.715,392.895,71.826,0.00549,9391261.0
2022-01-08,0.0108169084414839,0.0011046851286664,-0.0204572807997465,0.0121542606502771,0.0050509275639731,0.0045745652168989,7686.0,7703.0,7453.0,7616.0,7518.0,6842.0,5429.0,8653037.0,8101177.367197545,9204896.632802457,7.47,8.153,12.692,3.913,0.025,0.052,0.99,419.273,15.497,0.00788,9579581.0
2022-01-09,-0.0027880205307155,-0.0140143828466534,0.1094943061470985,0.0108705926686525,-0.0052065028285402,-0.0040749795734882,5499.0,5347.0,5575.0,5544.0,5232.0,4584.0,3326.0,8977738.666666666,7550724.208185466,10404753.125147866,7.79,7.901,10.29,3.629,0.025,0.0514,0.863,409.866,9.22,0.00238,7855109.0
2022-01-10,-0.0763609260320663,-0.0052156634628772,0.01347017288208,0.0534806251525878,0.0151266870869914,-0.0099478149786591,6071.0,6008.0,7217.0,6193.0,5398.0,4220.0,2728.0,7724891.333333333,7334862.913171549,8114919.753495117,8.09,7.667,6.435,3.576,0.025,0.0459,0.85,413.147,7.999,0.00208,7562263.0
2022-01-11,,,,,,,,,,,,,,,,,7.52,8.213,12.438,3.581,0.025,0.0556,0.942,418.578,13.404,0.0087,9572149.0
2022-01-12,0.0142857143655419,-0.3104822635650635,0.8822197318077087,0.4525608718395233,-0.1498617033489345,-0.0383152961730957,1644.0,865.0,1725.0,1775.0,326.0,283.0,98.0,10368738.666666666,8374481.146562025,12362996.186771307,7.13,8.259,12.778,3.787,0.025,0.0516,0.877,404.053,13.968,0.0072,9654984.0
2022-01-13,0.0392623431980609,-0.2891760766506195,1.0812443494796753,0.349693238735199,-0.1433330170188119,-0.0451690107583999,1596.0,880.0,1615.0,1747.0,424.0,378.0,172.0,9481874.333333334,9195884.077506073,9767864.589160595,7.35,8.22,11.57,4.694,0.025,0.0515,0.86,407.756,10.791,0.00583,8889113.0
2022-01-14,0.0779742747545242,-0.4229885041713714,2.7401340007781982,0.4764705896377563,-0.2610889839942606,-0.03993796184659,1238.0,502.0,1147.0,1341.0,178.0,100.0,97.0,9638897.166666666,9349754.910306308,9928039.423027026,6.53,8.284,12.878,3.72,0.025,0.0529,0.877,409.82,20.25,0.00878,9585987.0
2022-01-15,0.0194329395890235,-0.0197382532060146,0.2987983226776123,-0.0209985002875328,-0.0201918921753534,-0.0049199205823242,4753.0,4569.0,4617.0,4800.0,4765.0,4807.0,4213.0,9737530.333333334,9308329.018974714,10166731.647691954,6.13,8.3,13.002,4.189,0.025,0.0645,0.909,414.6,22.915,0.00938,9910986.0
2022-01-16,0.0432503260672092,-0.2835101187229156,0.662162184715271,0.3012259304523468,-0.145384319464286,-0.089291825890541,1331.0,743.0,1460.0,1592.0,399.0,303.0,129.0,8985306.166666666,7972041.810534298,9998570.522799034,7.15,8.075,10.879,4.218,0.025,0.0499,0.887,412.146,8.065,0.00641,8302573.0
2022-01-17,-0.0276941023766994,0.0053956834599375,-0.0283256396651268,0.0525104589760303,0.0218474905135581,-0.0026052105240523,4977.0,5031.0,5288.0,5003.0,4529.0,2949.0,1740.0,8830229.0,8336112.00451252,9324345.99548748,7.05,8.476,13.818,4.281,0.025,0.0487,0.792,407.269,9.946,0.01031,9808775.0
2022-01-18,,,,,,,,,,,,,,,,,7.3,8.465,13.61,3.713,0.025,0.0471,0.823,415.13,11.354,0.01059,9402855.0
2022-01-19,-0.0036972174420952,-0.1925432682037353,0.411590576171875,0.3182608783245086,-0.0617909306733997,-0.0668889358639717,2239.0,1516.0,2579.0,2560.0,784.0,586.0,231.0,9319440.833333334,8362817.97287214,10276063.693794528,7.75,8.475,13.514,4.101,0.025,0.0481,0.76,414.01,9.55,0.01241,10100000.0
2022-01-20,0.0065822782926261,-0.0100409835577011,0.1028763353824615,0.0017625712789595,-0.0058278383907557,-0.0041418327018618,4929.0,4831.0,4905.0,4970.0,4814.0,4421.0,3691.0,9208046.5,9055897.639966471,9360195.360033529,8.0,8.446,13.491,4.093,0.025,0.0429,0.745,412.616,11.937,0.0144,9280993.0
2022-01-21,-0.0172992944717407,-0.0117055410519242,0.0714512541890144,0.0115370964631438,-0.0034700257515143,-0.0014548565959557,5834.0,5699.0,6057.0,5851.0,5569.0,5284.0,4032.0,8590379.166666666,8308449.339635572,8872308.993697759,7.71,8.305,12.628,4.163,0.025,0.0596,0.689,405.988,22.317,0.00981,9026426.0
2022-01-22,0.0081070642918348,-0.0095201339572668,0.1221928671002388,0.1056221723556518,0.0290232814325846,0.0008290287805721,7847.0,7699.0,7708.0,7834.0,6228.0,2402.0,1209.0,8504553.0,7865773.712553005,9143332.287446996,7.42,8.401,12.568,3.914,0.025,0.0496,0.732,415.405,14.044,0.01549,9477703.0
2022-01-23,-0.0055733430199325,-0.0103861195966601,0.0722052305936813,0.1552671045064926,0.0434254564020794,-0.0070249172858893,8269.0,8099.0,8480.0,8386.0,5922.0,2688.0,1680.0,8466894.666666666,8319904.183523304,8613885.14981003,7.82,8.201,11.815,2.927,0.025,0.0503,1.611,395.968,37.984,0.0138,8493606.0
2022-01-24,0.0188565216958522,-0.0013446360826492,0.0604308992624282,0.0244692340493202,0.0077885099622309,0.0079444479197263,8564.0,8541.0,8117.0,8429.0,8133.0,6744.0,4088.0,9238710.833333334,8751202.773017937,9726218.89364873,7.93,8.15,11.887,2.748,0.025,0.0541,1.592,394.551,50.751,0.01036,8547175.0
2022-01-25,0.0015376013470813,-0.0016748080961406,0.017875762656331,0.0305431485176086,0.0096782175340472,0.0008367034024558,7177.0,7153.0,7143.0,7165.0,6729.0,5569.0,3385.0,9817697.333333334,9503375.439170264,10132019.227496404,7.97,8.331,12.142,3.96,0.025,0.0533,0.704,417.865,66.774,0.01786,9703172.0
2022-01-26,-0.053114540874958,-0.0093490509316325,0.0322373956441879,0.11423160135746,0.0318106112624272,-0.0045813769102096,8691.0,8530.0,9755.0,8771.0,6781.0,3345.0,2193.0,10680923.833333334,9882836.461745417,11479011.204921251,8.21,8.501,11.687,5.37,0.025,0.0387,0.777,413.957,112.455,0.02006,10900000.0
2022-01-27,-0.0153384460136294,-0.0186808314174413,0.0939615219831466,0.0658717155456543,0.0101395651041135,-0.0131229097023606,5753.0,5542.0,6090.0,5906.0,4857.0,3308.0,1830.0,9523599.166666666,9179159.280373365,9868039.052959967,7.71,8.208,12.079,3.131,0.025,0.0381,0.904,408.995,146.356,0.01404,9490071.0
2022-01-28,-0.0435760468244552,-0.0157179925590753,0.0554240196943283,0.0273972600698471,-0.0006340840350139,-0.0109955426305532,3328.0,3225.0,3712.0,3402.0,3053.0,2892.0,2035.0,10512390.166666666,9712073.361991089,11312706.971342243,7.38,8.251,12.284,3.384,0.025,0.043,0.761,447.655,165.881,0.01507,9887889.0
2022-01-29,0.0143819106742739,-0.012516688555479,0.1752336472272873,0.0569846369326114,0.0114024322277648,-0.002794214291498,6067.0,5917.0,5928.0,6101.0,5279.0,3136.0,1866.0,10033835.166666666,9211617.372152667,10856052.961180665,6.9,8.389,12.853,3.55,0.025,0.0402,0.815,444.311,224.338,0.02258,12100000.0
2022-01-30,,,,,,,,,,,,,,,,,6.49,8.165,12.428,2.834,0.025,0.0347,1.208,400.094,239.376,0.00868,7981025.0
2022-01-31,0.0430308692157268,-0.1895223408937454,0.6278072595596313,0.2119815647602081,-0.0798923988299107,-0.072115384042263,1930.0,1315.0,2046.0,2230.0,855.0,640.0,374.0,9978199.166666666,9497237.4089126,10459160.924420731,6.58,8.327,12.828,2.978,0.025,0.033,1.02,412.684,289.378,0.01117,9034560.0
