date,weather,max_temperature,min_temperature,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,wind_power_num,strong_wind,wind_north,weather_heavy_rain,temperature_high,weather_weight,weather_temp_index,NP_ratio,temp_oxygen_index,eutrophication_index,water_quality_index,nutrient_pollution_index,temp_ph_interaction,NH_TN_ratio,oxygen_saturation_index,nutrient_limitation,light_turbidity_index
2021-11-05,雾-多云,21,17,19.43,7.904,8.789,3.729,0.025,0.0443,1.454,339.254,70.45,0.00225,6558400.0,54.47579193115234,203.34573364257807,142.8216552734375,8.947117805480957,0.0,0.0,0.0,0.0,409.5902986526489,203345733.64257807,21.599846204121903,0.0,0.375,-0.999999997558536,2.0,0,0,0,0,0.7,0.0,32.8216704288939,170.77026999999998,1.7424333333333333,132.3274,0.0011075,153.57471999999999,0.017193947730398902,0.9628899466090423,0.0443,0.013995801259622112
2021-11-06,小雨-多云,19,14,19.72,7.844,8.493,3.124,0.025,0.0355,1.143,327.413,54.04,0.00195,5161280.0,11.048611640930176,41.676151275634766,21.037885665893555,1.2520804405212402,0.0,0.0,0.0,0.0,75.01472902297974,41676151.275634766,4.491563426123725,0.0,0.375,-0.9999999866692848,2.0,0,0,0,0,0.7,0.0,32.19718309859155,167.48196,1.4341666666666668,122.1931,0.0008874999999999999,154.68368,0.021872265966754158,0.9360157966002527,0.0355,0.018168604651162792
2021-11-07,中雨-小雨,20,3,19.64,7.559,7.926,3.573,0.025,0.0316,1.585,348.755,68.92,0.00088,12400000.0,6.74215030670166,25.60802459716797,21.394790649414062,1.2276843786239624,0.0,0.0,0.0,0.0,54.97264993190765,25608024.59716797,2.708926690949334,0.0,0.25,-0.9999999818091364,4.0,1,0,0,0,0.0,0.0,50.15822784810126,155.66664,1.7298666666666669,134.4622,0.0007900000000000001,148.45876,0.01577287066246057,0.8720959346050954,0.0316,0.014302059496567505
2021-11-08,多云,9,2,17.15,7.659,8.822,6.944,0.025,0.1024,1.218,321.956,186.07,,7039430.0,73.39593505859375,262.982177734375,188.93862915039065,10.570777893066406,0.0,0.0,0.0,0.0,535.8875198364258,262982177.734375,28.045711093478733,0.0,0.375,-0.9999999981339368,4.0,1,1,0,0,0.7,0.0,11.89453125,151.29729999999998,2.7548,173.3125,0.00256,131.35184999999998,0.02052545155993432,0.9213815458136144,0.1024,0.005345592558935158
2021-11-09,多云,14,6,14.15,7.719,9.399,4.043,0.025,0.0377,0.825,294.846,105.62,0.00336,27500000.0,87.52921295166016,285.602294921875,218.9671630859375,12.47561740875244,0.0,0.0,0.0,0.0,604.5742883682251,285602294.921875,30.34740861256917,0.0,0.375,-0.9999999983459436,3.0,0,0,0,0,0.7,0.0,21.883289124668437,132.99585,1.6352333333333335,133.0175,0.0009425,109.22385000000001,0.030303030303030307,0.9190360692758892,0.0377,0.009379103357719002
2021-11-10,晴-多云,16,6,13.5,7.741,9.684,3.321,0.025,0.0362,0.817,301.537,73.12,0.00689,9729500.0,72.476806640625,262.2852478027344,219.9280242919922,11.972758293151855,0.0,0.0,0.0,0.0,566.6628370285034,262285247.8027344,27.812498834398056,0.0,0.375,-0.9999999982352822,3.0,0,0,0,0,1.0,0.0,22.56906077348066,130.73399999999998,1.3914,122.03139999999999,0.0009050000000000001,104.5035,0.030599755201958387,0.933034579678634,0.0362,0.013491635186184564
2021-11-11,多云,17,4,13.0,7.56,9.711,3.472,0.025,0.0429,0.634,307.098,116.27,0.00385,5844370.0,82.87554931640625,279.2967834472656,117.79010772705078,5.821167945861816,0.0,0.0,0.0,0.0,485.7836084365845,279296783.4472656,30.38617950015598,0.0,0.375,-0.9999999979414704,3.0,0,0,0,0,0.7,0.0,14.778554778554778,126.24300000000001,1.3829666666666667,140.90540000000001,0.0010725,98.28,0.039432176656151424,0.9249673001199542,0.0429,0.008527330092947899
2021-11-12,多云,18,8,13.13,7.721,10.013,2.757,0.025,0.0347,0.625,310.739,52.65,0.0043,5771890.0,75.60482788085938,268.4483642578125,228.5648803710937,12.152507781982422,0.0,0.0,0.0,0.0,584.770580291748,268448364.2578125,28.477317386203342,0.0,0.375,-0.9999999982899276,2.0,0,0,0,0,0.7,0.0,18.011527377521613,131.47069000000002,1.1389,116.59799999999998,0.0008675000000000001,101.37673000000001,0.04,0.9565901223516485,0.0347,0.018639328984156572
2021-11-13,雾-多云,20,7,13.34,7.544,10.089,2.958,0.025,0.0243,0.766,315.884,35.3,0.0022,4764960.0,81.51702880859375,276.13409423828125,153.95877075195312,6.935642719268799,0.0,0.0,0.0,0.0,518.5455365180969,276134094.23828125,29.91093905766805,0.0,0.375,-0.9999999980715292,2.0,0,0,0,0,0.7,0.0,31.52263374485597,134.58726000000001,1.2494333333333334,111.14840000000001,0.0006075,100.63695999999999,0.03263707571801567,0.9685057048490735,0.0243,0.027548209366391185
2021-11-14,晴-多云,21,6,13.43,7.563,9.828,2.396,0.025,0.026,0.612,316.877,51.89,0.00225,9002200.0,79.04708862304688,273.6331481933594,243.3651428222656,13.46958351135254,0.0,0.0,0.0,0.0,609.5149631500244,273633148.1933594,28.90706274244521,0.0,0.375,-0.9999999983593512,2.0,0,0,0,0,1.0,0.0,23.53846153846154,131.99004,1.0113333333333332,118.08800000000001,0.00065,101.57109,0.04084967320261438,0.9453954927060185,0.026,0.018907165815844205
2021-11-15,雾-多云,19,8,13.69,8.262,11.366,2.949,0.025,0.0227,0.905,366.81,23.29,0.00129,5653350.0,67.02479553222656,253.8881378173828,218.9669342041016,9.681724548339844,0.0,0.0,0.0,0.0,549.5615921020508,253888137.8173828,27.13404591878255,0.0,0.25,-0.9999999981803678,2.0,0,0,0,0,0.7,0.0,39.86784140969163,155.60054,1.2922333333333333,121.8376,0.0005675000000000001,113.10678,0.027624309392265196,1.0998450003997968,0.0227,0.04116920543433512
2021-11-16,雾-多云,18,9,14.06,8.237,11.527,2.848,0.025,0.0222,0.997,371.483,25.69,0.00499,3909070.0,25.56888961791992,104.65365600585938,142.63995361328125,5.527732849121094,0.0,0.0,0.0,0.0,278.39023208618164,142639953.61328125,15.234691196017796,0.0,0.25,-0.99999999640792,2.0,0,0,0,0,0.7,0.0,44.909909909909906,162.06962,1.2890666666666666,124.19200000000001,0.000555,115.81222000000001,0.025075225677031094,1.1248236146170496,0.0222,0.03746721618583739
2021-11-17,雾-多云,16,9,14.38,7.982,10.968,2.972,0.025,0.026,1.361,421.257,41.27,0.00569,17600000.0,35.40791702270508,146.34085083007812,30.497169494628903,1.1004493236541748,0.0,0.0,0.0,0.0,213.34638667106628,146340850.83007812,16.13782238960266,0.0,0.375,-0.9999999953127868,2.0,0,0,0,0,0.7,0.0,52.34615384615385,157.71984,1.453,145.2797,0.00065,114.78116000000001,0.018368846436443792,1.078022475167838,0.026,0.02365744026496333
2021-11-18,多云,18,9,14.97,8.292,11.05,2.941,0.025,0.0277,1.213,403.131,12.87,0.00363,3119160.0,59.40948867797852,235.2806854248047,219.0153045654297,8.535466194152832,0.0,0.0,0.0,0.0,522.2409448623657,235280685.4248047,25.193913247850205,0.0,0.25,-0.999999998085175,2.0,0,0,0,0,0.7,0.0,43.79061371841156,165.41850000000002,1.3939000000000001,128.57489999999999,0.0006925,124.13124,0.020610057708161583,1.1005009959158536,0.0277,0.07209805335255949
2021-11-19,多云,19,10,14.97,8.239,11.618,3.063,0.025,0.0253,1.197,410.368,187.04,0.00597,90500000.0,50.01060485839844,210.2431488037109,206.1897125244141,6.967416763305664,0.0,0.0,0.0,0.0,473.4108829498291,210243148.8037109,22.58619244893392,0.0,0.25,-0.99999999788767,2.0,0,0,0,0,0.7,0.0,47.31225296442688,173.92146000000002,1.4284333333333334,200.3981,0.0006325,123.33783000000001,0.020885547201336674,1.1570697348914378,0.0253,0.005318017443097214
2021-11-20,雾-小雨,19,15,15.47,8.485,12.125,2.919,0.025,0.0245,1.073,405.512,28.98,0.00354,11100000.0,43.46481704711914,182.29806518554688,193.7283935546875,5.942426681518555,0.0,0.0,0.0,0.0,425.43370246887207,193728393.5546875,20.865107430352104,0.0,0.25,-0.9999999976494576,3.0,0,0,0,0,0.0,0.0,43.795918367346935,187.57375000000002,1.3388333333333333,135.7911,0.0006125000000000001,131.26295,0.023299161230195715,1.2210021218745784,0.0245,0.0333555703802535
2021-11-21,小雨,15,5,16.09,8.382,11.13,3.003,0.025,0.0248,1.071,418.771,40.22,0.00548,10300000.0,17.506549835205078,74.45729064941406,45.98801803588867,1.2938237190246582,0.0,0.0,0.0,0.0,139.24568223953247,74457290.64941406,8.1292741033766,0.0,0.375,-0.9999999928184488,3.0,0,1,0,0,0.0,0.0,43.185483870967744,179.0817,1.3662666666666665,144.2339,0.00062,134.86638,0.023342670401493935,1.1361355057513105,0.0248,0.024260067928190198
2021-11-22,多云,10,0,15.73,8.014,9.624,3.151,0.025,0.0216,1.171,413.614,101.54,0.00767,15100000.0,48.147457122802734,207.7558135986328,145.0740509033203,3.843100309371948,0.0,0.0,0.0,0.0,404.8204219341278,207755813.5986328,22.65696814325121,0.0,0.25,-0.9999999975297688,3.0,0,1,0,0,0.7,0.0,54.21296296296296,151.38552,1.4478666666666669,167.1044,0.00054,126.06021999999999,0.02134927412467976,0.9747036845531093,0.0216,0.009752291788570313
2021-11-23,多云,10,1,13.43,7.865,9.754,4.867,0.025,0.0521,0.963,315.182,107.43,0.00418,17100000.0,63.84660720825195,250.4144592285156,168.18482971191406,4.098470211029053,0.0,0.0,0.0,0.0,486.5443663597107,250414459.2285156,27.368443224165176,0.0,0.375,-0.999999997944689,2.0,0,0,0,0,0.7,0.0,18.483685220729367,130.99622,1.9606999999999999,139.8861,0.0013025,105.62695,0.025960539979231572,0.9382771302253261,0.0521,0.009222539887485013
2021-11-24,晴,14,4,12.14,8.012,10.251,2.569,0.025,0.028,0.63,332.419,57.57,0.00339,6896480.0,60.37662887573242,243.775619506836,212.05099487304688,5.335259914398193,0.0,0.0,0.0,0.0,521.5385031700134,243775619.506836,26.49337328804864,0.0,0.25,-0.999999998082596,2.0,0,0,0,0,1.0,0.0,22.5,124.44714,1.0756666666666665,125.15729999999999,0.0007000000000000001,97.26568,0.03968253968253969,0.9570993140986817,0.028,0.017073587160662457
2021-11-25,晴-多云,19,4,12.32,7.783,9.915,2.585,0.025,0.0149,0.595,318.665,41.47,0.00261,5373560.0,66.29969787597656,254.839096069336,221.4624938964844,5.518873691558838,0.0,0.0,0.0,0.0,548.1201615333557,254839096.069336,27.70224693086412,0.0,0.25,-0.9999999981755824,2.0,0,0,0,0,1.0,0.0,39.93288590604027,122.1528,1.0649666666666666,114.5224,0.0003725,95.88656,0.04201680672268908,0.9296286965210335,0.0149,0.02354603249352484
2021-11-26,晴-多云,18,7,12.59,7.895,10.051,3.003,0.025,0.0119,1.205,404.387,24.63,0.00385,4076680.0,53.38880920410156,229.46145629882807,171.24339294433594,3.218507766723633,0.0,0.0,0.0,0.0,457.31216621398926,229461456.29882807,25.13810539245605,0.0,0.25,-0.9999999978133098,2.0,0,1,0,0,1.0,0.0,101.26050420168067,126.54209,1.4066333333333334,133.5366,0.0002975,99.39805,0.02074688796680498,0.9483183651332902,0.0119,0.03901677721420211
2021-11-27,多云,16,8,12.64,8.637,13.379,3.217,0.025,0.013,1.096,404.56,41.89,0.00911,12600000.0,64.4406967163086,252.62599182128903,180.5370483398437,3.145336151123047,0.0,0.0,0.0,0.0,500.74907302856445,252625991.82128903,27.72007285224067,0.0,0.375,-0.9999999980029918,3.0,0,0,0,0,0.7,0.0,84.30769230769232,169.11056,1.4420000000000002,140.7151,0.000325,109.17168000000001,0.02281021897810219,1.2637823936254455,0.013,0.023315458148752622
2021-11-28,多云,16,11,12.84,8.098,11.448,3.355,0.025,0.0181,1.514,426.432,88.86,0.00486,32000000.0,42.589820861816406,192.19444274902344,138.96258544921875,2.150093078613281,0.0,0.0,0.0,0.0,375.8969421386719,192194442.74902344,21.1160388522678,0.0,0.25,-0.9999999973396964,3.0,0,0,0,0,0.7,0.0,83.646408839779,146.99232,1.6290333333333333,165.903,0.00045250000000000005,103.97832000000001,0.016512549537648614,1.0863976082156628,0.0181,0.011128421989761852
2021-11-29,多云,18,7,13.46,8.028,11.14,3.354,0.025,0.0099,1.294,425.781,34.97,0.00537,9622480.0,27.495609283447266,124.4160385131836,147.24171447753906,2.014320373535156,0.0,0.0,0.0,0.0,301.1676826477051,147241714.47753906,16.1363771226671,0.0,0.25,-0.9999999966795906,2.0,0,0,0,0,0.7,0.0,130.7070707070707,149.94440000000003,1.5526333333333333,144.1307,0.00024750000000000005,108.05688,0.019319938176197836,1.0723371564974131,0.0099,0.027800945232137893
2021-11-30,多云,12,2,13.73,8.437,11.955,3.497,0.025,0.0127,1.121,418.525,47.5,0.00349,15200000.0,33.59820556640625,153.80589294433594,176.449951171875,2.1320064067840576,0.0,0.0,0.0,0.0,365.9860560894013,176449951.171875,19.368660529454548,0.0,0.25,-0.9999999972676554,4.0,1,1,0,0,0.7,0.0,88.26771653543308,164.14215000000002,1.5435666666666668,147.08859999999999,0.0003175,115.84000999999999,0.022301516503122214,1.1578933682818602,0.0127,0.020618556701030927
2021-12-01,多云,9,-1,,,,,,,,,,,,53.52018356323242,232.3731231689453,160.6952667236328,1.676181435585022,0.0,0.0,0.0,0.0,448.2647548913956,232373123.1689453,25.63299352592892,0.0,0.25,-0.9999999977691756,2.0,0,1,0,0,0.7,0.0,,,,,,,,,,
2021-12-02,多云,12,2,10.75,7.591,10.527,2.889,0.025,0.0179,0.715,329.28,85.45,0.00372,10100000.0,64.86238861083984,253.53009033203125,217.37872314453125,2.380515813827514,0.0,0.0,0.0,0.0,538.1517179012299,253530090.33203125,27.90550827980041,0.0,0.25,-0.999999998141788,2.0,0,0,0,0,0.7,0.0,39.944134078212294,113.16524999999999,1.2072999999999998,135.2413,0.0004475,81.60325,0.03496503496503497,0.9510364360816579,0.0179,0.01156737998843262
2021-12-03,多云,15,0,10.55,7.551,10.408,4.385,0.025,0.0296,0.683,328.945,75.61,0.00326,5094190.0,52.0797233581543,230.16964721679688,196.267318725586,1.5793800354003906,0.0,0.0,0.0,0.0,480.0960693359375,230169647.21679688,25.39891857571072,0.0,0.25,-0.9999999979170836,3.0,0,0,0,0,0.7,0.0,23.074324324324326,109.8044,1.6992,131.19279999999998,0.0007400000000000001,79.66305000000001,0.036603221083455345,0.9357800420817654,0.0296,0.013053126223730584
2021-12-04,多云,13,3,10.64,7.624,10.449,1.991,0.025,0.0323,0.712,326.367,69.81,0.00428,3518900.0,59.40262985229492,245.0615234375,210.0614624023437,1.508772850036621,0.0,0.0,0.0,0.0,516.0343885421753,245061523.4375,27.061416731940376,0.0,0.25,-0.9999999980621448,1.0,0,0,0,0,0.7,0.0,22.043343653250773,111.17736000000001,0.9117666666666667,128.1213,0.0008075000000000001,81.11936,0.0351123595505618,0.9415011067972582,0.0323,0.014122299110295156
2021-12-05,多云,14,4,10.59,7.676,10.624,1.999,0.025,0.0318,0.775,334.528,44.04,0.00282,4891840.0,51.82830429077149,230.7620086669922,197.55406188964844,1.0366194248199463,0.0,0.0,0.0,0.0,481.18099427223206,230762008.6669922,25.52504324913025,0.0,0.25,-0.99999999792178,2.0,0,0,0,0,0.7,0.0,24.371069182389938,112.50816,0.9352666666666667,120.27720000000001,0.0007950000000000001,81.28884000000001,0.03225806451612903,0.9561198666903281,0.0318,0.022202486678507993
2021-12-06,多云,17,4,,,,,,,,,,,,61.457313537597656,247.84152221679688,188.06427001953125,0.6962065696716309,0.0,0.0,0.0,0.0,498.0593123435974,247841522.21679688,27.46059062745836,0.0,0.25,-0.999999997992207,1.0,0,0,0,0,0.7,0.0,,,,,,,,,,
2021-12-07,多云,14,5,,,,,,,,,,,,45.288177490234375,214.12936401367188,160.64259338378906,0.380643367767334,0.0,0.0,0.0,0.0,420.44077825546265,214129364.01367188,23.74985784954495,0.0,0.25,-0.9999999976215438,2.0,0,0,0,0,0.7,0.0,,,,,,,,,,
2021-12-08,多云,14,7,,,,,,,,,,,,40.09481430053711,192.6311492919922,131.61204528808594,0.1671630591154098,0.0,0.0,0.0,0.0,364.5051719397306,192631149.2919922,21.38488735920853,0.0,0.25,-0.9999999972565548,3.0,0,0,0,0,0.7,0.0,,,,,,,,,,
2021-12-09,多云,16,4,11.43,8.638,11.97,2.647,0.0272,0.0247,1.028,394.532,112.73,0.00321,38400000.0,16.452604293823242,78.86534881591797,167.48141479492188,0.0534859150648117,0.0,0.0,0.0,0.0,262.8528538197279,167481414.79492188,18.60310320887301,0.0,0.25,-0.99999999619559,2.0,0,0,0,0,0.7,0.0,41.61943319838057,136.8171,1.2332333333333334,166.043,0.0006718399999999999,98.73234,0.02645914396887159,1.0990694881835499,0.0247,0.008792754770069463
2021-12-10,多云,16,6,11.87,8.605,11.696,2.688,0.0379,0.0232,1.004,407.728,25.27,0.0066,10700000.0,42.727657318115234,206.22189331054688,153.89987182617188,0.000403734302381,0.0,0.0,0.0,0.0,402.8498261891364,206221893.31054688,22.913498841804945,0.0,0.25,-0.9999999975176854,2.0,0,0,0,0,0.7,0.0,43.27586206896552,138.83151999999998,1.2384000000000002,135.0079,0.00087928,102.14135,0.03774900398406375,1.0851208567136157,0.0232,0.03806623524933384
2021-12-11,多云-小雨,15,8,11.89,8.758,12.804,3.431,0.0335,0.0245,1.083,428.901,42.26,0.00799,20500000.0,38.93101501464844,190.0244903564453,154.85145568847656,0.0,0.0,0.0,0.0,0.0,383.8069610595703,190024490.3564453,21.11383226182725,0.0,0.25,-0.9999999973945236,2.0,0,0,0,0,0.7,0.0,44.20408163265306,152.23956,1.5128333333333333,148.2017,0.0008207500000000001,104.13261999999999,0.030932594644506005,1.1884764317431709,0.0245,0.023116042533518264
2021-12-12,小雨-多云,9,1,12.32,8.416,11.313,5.796,0.0376,0.0593,1.785,442.086,32.66,0.00666,5993000.0,7.703166484832764,37.31081771850586,24.499073028564453,0.0,0.0,0.0,0.0,0.0,69.51305723190308,37310817.71850586,4.145646413167317,0.0,0.25,-0.9999999856142138,3.0,0,1,0,0,0.7,0.0,30.101180438448566,139.37616,2.5467666666666666,148.2146,0.00222968,103.68512000000001,0.021064425770308124,1.0607049363330765,0.0593,0.029708853238265005
2021-12-13,雾-多云,10,1,11.41,8.324,10.958,6.519,0.025,0.0743,1.771,433.846,62.07,0.00681,11600000.0,68.30085754394531,258.102294921875,215.3546142578125,0.0,0.0,0.0,0.0,0.0,541.7577667236328,258102294.921875,28.67803276909722,0.0,0.375,-0.9999999981541566,2.0,0,0,0,0,0.7,0.0,23.83580080753701,125.03078000000001,2.7881,157.47899999999998,0.0018575000000000002,94.97684,0.014116318464144552,1.0056722731216445,0.0743,0.015855398763278895
2021-12-14,多云,12,4,10.77,7.985,10.682,5.087,0.025,0.0538,1.757,400.471,34.24,0.00307,11500000.0,26.00105094909668,127.1880111694336,189.51759338378903,0.0,0.0,0.0,0.0,0.0,342.70665550231934,189517593.38378903,21.05751037597656,0.0,0.25,-0.9999999970820526,2.0,0,0,0,0,0.7,0.0,32.65799256505576,115.04514,2.2992666666666666,136.2328,0.001345,85.99845,0.01422879908935686,0.9655023011299018,0.0538,0.028376844494892167
2021-12-15,多云-小雨,12,9,10.55,8.457,11.465,5.448,0.025,0.1121,2.345,442.86,45.94,0.00581,24500000.0,27.94828224182129,137.03994750976562,44.11513519287109,0.0,0.0,0.0,0.0,0.0,209.103364944458,137039947.50976562,15.226660834418404,0.0,0.375,-0.9999999952176762,2.0,0,0,0,0,0.7,0.0,20.918822479928636,120.95575000000001,2.635033333333334,153.7711,0.0028025000000000003,89.22135000000002,0.010660980810234541,1.0308145832501383,0.1121,0.02130379207498935
2021-12-16,雾-小雨,11,4,11.16,8.262,11.359,7.504,0.025,0.0409,1.444,455.631,14.85,0.00904,3681400.0,4.176699161529541,20.42124557495117,20.182323455810547,0.0,0.0,0.0,0.0,0.0,44.78026819229126,20421245.57495117,2.2690272861056857,0.0,0.25,-0.9999999776687364,2.0,0,1,0,0,0.0,0.0,35.30562347188264,126.76644,2.9962999999999997,145.10789999999997,0.0010225,92.20392000000001,0.01731301939058172,1.0363022016885268,0.0409,0.06309148264984227
2021-12-17,晴-多云,10,-2,,,,,,,,,,,,53.43013381958008,236.52685546875,181.12908935546875,0.0,0.0,0.0,0.0,0.0,471.0860786437988,236526855.46875,26.28076171875,0.0,0.25,-0.9999999978772456,3.0,0,1,0,0,1.0,0.0,,,,,,,,,,
2021-12-18,晴,8,-2,,,,,,,,,,,,54.30968475341797,238.3100433349609,214.62969970703125,0.0,0.0,0.0,0.0,0.0,507.24942779541016,238310043.3349609,26.478893703884548,0.0,0.25,-0.9999999980285832,2.0,0,1,0,0,1.0,0.0,,,,,,,,,,
2021-12-19,晴-多云,12,1,,,,,,,,,,,,50.553253173828125,230.9803009033203,191.94021606445312,0.0,0.0,0.0,0.0,0.0,473.4737701416016,230980300.9033203,25.664477878146705,0.0,0.25,-0.9999999978879506,2.0,0,0,0,0,1.0,0.0,,,,,,,,,,
2021-12-20,多云,15,5,,,,,,,,,,,,64.98338317871094,253.8402557373047,209.6195068359375,0.0,0.0,0.0,0.0,0.0,528.4431457519531,253840255.7373047,28.20447285970052,0.0,0.25,-0.9999999981076488,2.0,0,0,0,0,0.7,0.0,,,,,,,,,,
2021-12-21,晴-多云,17,3,,,,,,,,,,,,51.27995300292969,232.59341430664065,197.7968292236328,0.0,0.0,0.0,0.0,0.0,481.6701965332031,232593414.30664065,25.843712700737846,0.0,0.25,-0.9999999979238906,2.0,0,0,0,0,1.0,0.0,,,,,,,,,,
2021-12-22,多云,15,5,9.98,8.261,11.685,8.159,0.025,0.0548,1.388,454.366,15.84,0.00553,9648420.0,46.04713439941406,220.0665740966797,165.68809509277344,0.0,0.0,0.0,0.0,0.0,431.8018035888672,220066574.0966797,24.451841566297745,0.0,0.25,-0.9999999976841228,1.0,0,0,0,0,0.7,0.0,25.32846715328467,116.61630000000001,3.2006,145.1241,0.0013700000000000001,82.44478,0.018011527377521618,1.03621632291279,0.0548,0.05938242280285036
2021-12-23,雾-多云,14,7,10.35,8.246,11.943,3.869,0.025,0.0263,1.21,443.683,23.95,0.0076,531705.0,48.621124267578125,226.8618621826172,211.8679656982422,0.0,0.0,0.0,0.0,0.0,487.3509521484375,226861862.1826172,25.206873575846355,0.0,0.25,-0.9999999979480906,3.0,0,0,0,0,0.7,0.0,46.00760456273764,123.61004999999999,1.7017666666666666,145.15869999999998,0.0006575000000000001,85.3461,0.02066115702479339,1.0686282996027878,0.0263,0.04008016032064128
2021-12-24,雾-多云,11,0,10.66,7.848,11.276,4.873,0.0409,0.0321,1.606,471.705,10.0,0.00672,382482.0,17.619722366333008,86.59776306152344,15.742769241333008,0.0,0.0,0.0,0.0,0.0,119.96025466918944,86597763.06152344,9.621973673502604,0.0,0.375,-0.9999999916639056,3.0,0,1,0,0,0.7,0.0,50.031152647975084,120.20216,2.1703666666666668,147.86589999999998,0.0013128899999999997,83.65968,0.025466998754669984,1.0165056028255606,0.0321,0.09090909090909091
2021-12-25,多云,2,-3,10.1,7.807,10.981,5.72,0.1023,0.1046,1.977,476.979,99.76,0.01064,2555590.0,16.176607131958008,79.40210723876953,77.2726058959961,0.0,0.0,0.0,0.0,0.0,172.85132026672363,79402107.23876953,8.822456359863281,0.0,0.25,-0.9999999942146812,3.0,0,1,0,0,0.7,0.0,18.90057361376673,110.90809999999999,2.6005333333333334,185.3398,0.01070058,78.8507,0.05174506828528073,0.9766263128908754,0.1046,0.009924573243350535
2021-12-26,多云,1,-4,7.73,7.752,11.276,6.031,1.4509,0.1283,1.976,489.576,116.77,0.00492,6783110.0,46.74508285522461,221.5747528076172,186.7533721923828,0.0,0.0,0.0,0.0,0.0,455.0732078552246,221574752.8076172,24.61941697862413,0.0,0.25,-0.9999999978025512,3.0,0,1,0,0,0.7,0.0,15.401402961808262,87.16348,2.711766666666666,195.90640000000002,0.18615047,59.92296,0.734261133603239,0.9457698933771873,0.1283,0.008491126772522714
2021-12-27,晴-多云,4,-1,5.75,7.715,11.806,6.444,1.1432,0.0897,2.055,469.872,89.03,0.00795,4545940.0,61.696170806884766,249.77371215820312,215.46926879882807,0.0,0.0,0.0,0.0,0.0,526.939151763916,249773712.15820312,27.7526346842448,0.0,0.25,-0.9999999981022476,2.0,0,1,0,0,1.0,0.0,22.90969899665552,67.88449999999999,2.8629,178.8881,0.10254504,44.36125,0.556301703163017,0.9412682518380499,0.0897,0.011107408641563923
2021-12-28,多云,5,-1,5.3,7.838,12.123,6.041,1.4448,0.0892,1.92,501.896,61.2,0.00834,6622290.0,15.560336112976074,75.82621765136719,115.38671875,0.0,0.0,0.0,0.0,0.0,206.7732725143433,115386718.75,12.82074652777778,0.0,0.25,-0.999999995163785,2.0,0,0,0,0,0.7,0.0,21.524663677130043,64.25189999999999,2.6834000000000002,177.4002,0.12887616000000002,41.541399999999996,0.7525000000000001,0.9552647665785435,0.0892,0.01607717041800643
2021-12-29,晴-多云,10,-2,5.24,7.789,12.064,4.993,0.2117,0.0907,2.165,509.091,34.92,0.00599,4205730.0,44.982696533203125,215.8193206787109,175.03363037109375,0.0,0.0,0.0,0.0,0.0,435.8356475830078,215819320.6787109,23.97992451985677,0.0,0.25,-0.9999999977055573,3.0,0,0,0,0,1.0,0.0,23.869900771775082,63.215360000000004,2.4162333333333335,169.03199999999998,0.01920119,40.81436,0.09778290993071594,0.9491237770693813,0.0907,0.027839643652561245
2021-12-30,多云,10,-2,5.4,7.836,12.326,5.292,0.1848,0.076,2.028,508.116,33.24,0.00577,6717180.0,50.12078094482422,228.9064178466797,182.2063140869141,0.0,0.0,0.0,0.0,0.0,461.233512878418,228906417.8466797,25.43404642740885,0.0,0.25,-0.9999999978319009,2.0,0,1,0,0,0.7,0.0,26.68421052631579,66.5604,2.465333333333333,168.0816,0.0140448,42.314400000000006,0.09112426035502959,0.973803611949738,0.076,0.029205607476635514
2021-12-31,雾-多云,9,1,5.87,7.857,12.314,4.516,0.0366,0.0509,1.818,487.944,24.14,0.00712,1486220.0,41.25666809082031,200.2531890869141,83.5022964477539,0.0,0.0,0.0,0.0,0.0,325.0121536254883,200253189.0869141,22.25035434299045,0.0,0.375,-0.999999996923192,2.0,0,0,0,0,0.7,0.0,35.717092337917485,72.28318,2.1283,158.3963,0.00186294,46.12059,0.02013201320132013,0.9848345584762402,0.0509,0.03977724741447892
2022-01-01,多云,10,0,5.99,7.929,12.629,3.939,0.0465,0.0547,1.874,501.444,35.06,0.00561,5002870.0,4.194675922393799,20.10744285583496,41.279747009277344,0.0032430961728096,0.0,0.0,0.0,0.0,65.58510888367891,41279747.009277344,4.58627821256717,0.0,0.25,-0.9999999847526369,2.0,0,0,0,0,0.7,0.0,34.25959780621572,75.64771,1.9559,166.8359,0.00254355,47.494710000000005,0.024813233724653147,1.013174334910266,0.0547,0.027731558513588463
2022-01-02,多云-小雨,11,0,6.3,7.812,12.065,4.079,0.0923,0.0607,1.9,504.816,30.23,0.00751,4658560.0,44.06661605834961,210.65704345703125,155.0930938720703,0.1142188087105751,0.0,0.0,0.0,0.0,409.93097219616175,210657043.45703125,23.39364718314674,0.0,0.25,-0.9999999975605648,2.0,0,0,0,0,0.7,0.0,31.30148270181219,76.00949999999999,2.0132333333333334,165.88039999999998,0.005602609999999999,49.2156,0.04857894736842105,0.9757119588804897,0.0607,0.03202049311559398
